generic_name,cardiotoxicity__binary,cardiotoxicity__ternary,dermatological_toxicity__binary,dermatological_toxicity__ternary,hematological__binary,hematological__ternary,infertility__binary,infertility__ternary,liver_toxicity__binary,liver_toxicity__ternary,ototoxicity__binary,ototoxicity__ternary,pulmonary_toxicity__binary,pulmonary_toxicity__ternary,renal_toxicity__binary,renal_toxicity__ternary,SMILES_standardized,SMILES_clean,SMILES_filled,SMILES_source,name_best_query,name_corrected,SMILES_recovered,SMILES_recovered_source,recovery_status,SMILES_recovered_v3,SMILES_recovered_v3_source,recovery_debug_v3
HYDROXYCHLOROQUINE SULFATE,1,Most,1,Most,1,Most,0,,1,Most,1,,0,,1,Most,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,ccn(cco)cccc(c)nc1ccnc2cc(cl)ccc12,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,Original,,,,,,,,
HYDROXYPROGESTERONE CAPROATE,1,Most,1,Most,1,Most,0,,1,,0,,1,Most,0,,CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,cccccc(=o)o[c@]1(c(c)=o)cc[c@h]2[c@@h]3ccc4=cc(=o)cc[c@]4(c)[c@h]3cc[c@@]21c,CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,Original,,,,,,,,
HYDROXYUREA,0,,1,Most,1,Most,1,Most,1,Most,0,,1,Most,1,Most,NC(=O)NO,nc(=o)no,NC(=O)NO,Original,,,,,,,,
HYDROXYZINE HYDROCHLORIDE,1,Most,1,Most,0,,0,,0,,0,,0,,0,,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,occoccn1ccn(c(c2ccccc2)c2ccc(cl)cc2)cc1,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,Original,,,,,,,,
HYDROXYZINE PAMOATE,1,Most,1,Most,0,,0,,0,,0,,0,,0,,O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O.OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,o=c(o)c1cc2ccccc2c(cc2c(o)c(c(=o)o)cc3ccccc23)c1o.occoccn1ccn(c(c2ccccc2)c2ccc(cl)cc2)cc1,O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O.OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,Original,,,,,,,,
IBREXAFUNGERP,0,,1,,0,,0,,0,,0,,0,,0,,CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(COC[C@@]4(C)[C@@H](OC[C@](C)(N)C(C)(C)C)[C@H](n4ncnc4-c4ccncc4)C5)C3=CC[C@@]2(C)[C@@H]1C(=O)O,cc(c)[c@@h](c)[c@@]1(c)cc[c@]2(c)[c@h]3cc[c@@h]4[c@@]5(coc[c@@]4(c)[c@@h](oc[c@](c)(n)c(c)(c)c)[c@h](n4ncnc4-c4ccncc4)c5)c3=cc[c@@]2(c)[c@@h]1c(=o)o,CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(COC[C@@]4(C)[C@@H](OC[C@](C)(N)C(C)(C)C)[C@H](n4ncnc4-c4ccncc4)C5)C3=CC[C@@]2(C)[C@@H]1C(=O)O,Original,,,,,,,,
IBRUTINIB,1,Most,1,Most,1,Most,0,,1,Most,0,,1,Most,0,,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,c=cc(=o)n1ccc[c@@h](n2nc(-c3ccc(oc4ccccc4)cc3)c3c(n)ncnc32)c1,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,Original,,,,,,,,
IBUPROFEN,1,Most,1,Most,1,Most,1,Most,1,Most,0,,0,,1,Most,CC(C)Cc1ccc(C(C)C(=O)O)cc1,cc(c)cc1ccc(c(c)c(=o)o)cc1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,Original,,,,,,,,
IBUPROFEN LYSINE,0,,1,Most,1,Most,0,,0,,0,,1,,1,Most,CC(C)Cc1ccc(C(C)C(=O)O)cc1.NCCCC[C@H](N)C(=O)O,cc(c)cc1ccc(c(c)c(=o)o)cc1.ncccc[c@h](n)c(=o)o,CC(C)Cc1ccc(C(C)C(=O)O)cc1.NCCCC[C@H](N)C(=O)O,Original,,,,,,,,
IBUTILIDE FUMARATE,1,Most,0,,0,,0,,0,,0,,0,,0,,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1.CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1.O=C(O)/C=C/C(=O)O,cccccccn(cc)cccc(o)c1ccc(ns(c)(=o)=o)cc1.cccccccn(cc)cccc(o)c1ccc(ns(c)(=o)=o)cc1.o=c(o)/c=c/c(=o)o,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1.CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1.O=C(O)/C=C/C(=O)O,Original,,,,,,,,
ICATIBANT,1,Most,1,Most,0,,1,Most,1,,0,,0,,0,,N=C(N)NCCC[C@@H](N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC(=O)N[C@@H](Cc1cccs1)C(=O)N[C@@H](CO)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)N1[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)C[C@@H]2CCCC[C@@H]21,n=c(n)nccc[c@@h](n)c(=o)n[c@@h](cccnc(=n)n)c(=o)n1ccc[c@h]1c(=o)n1c[c@h](o)c[c@h]1c(=o)ncc(=o)n[c@@h](cc1cccs1)c(=o)n[c@@h](co)c(=o)n1cc2ccccc2c[c@@h]1c(=o)n1[c@h](c(=o)n[c@@h](cccnc(=n)n)c(=o)o)c[c@@h]2cccc[c@@h]21,N=C(N)NCCC[C@@H](N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC(=O)N[C@@H](Cc1cccs1)C(=O)N[C@@H](CO)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)N1[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)C[C@@H]2CCCC[C@@H]21,Original,,,,,,,,
ICOSAPENT ETHYL,1,Most,0,,1,Most,1,Most,0,,0,,0,,0,,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC,cc/c=c\c/c=c\c/c=c\c/c=c\c/c=c\cccc(=o)occ,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC,Original,,,,,,,,
IDARUBICIN HYDROCHLORIDE,1,Most,1,Most,1,Most,1,Most,1,Most,0,,0,,1,,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,cc(=o)[c@]1(o)cc2c(o)c3c(c(o)c2[c@@h](o[c@h]2c[c@h](n)[c@h](o)[c@h](c)o2)c1)c(=o)c1ccccc1c3=o,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,Original,,,,,,,,
IDELALISIB,0,,1,Most,1,Most,1,,1,Most,0,,1,Most,0,,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,cc[c@h](nc1ncnc2[nh]cnc12)c1nc2cccc(f)c2c(=o)n1-c1ccccc1,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,Original,,,,,,,,
IFOSFAMIDE,1,Most,1,Most,1,Most,1,Most,1,Most,1,Most,1,Most,1,Most,O=P1(NCCCl)OCCCN1CCCl,o=p1(ncccl)occcn1cccl,O=P1(NCCCl)OCCCN1CCCl,Original,,,,,,,,
ILOPERIDONE,1,Most,1,,1,Most,1,,1,Most,0,,0,,0,,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,coc1cc(c(c)=o)ccc1occcn1ccc(c2noc3cc(f)ccc23)cc1,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,Original,,,,,,,,
IMATINIB MESYLATE,1,Most,1,Most,1,Most,0,,1,Most,0,,1,Most,1,Most,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,cc1ccc(nc(=o)c2ccc(cn3ccn(c)cc3)cc2)cc1nc1nccc(-c2cccnc2)n1,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,Original,,,,,,,,
IMIPRAMINE HYDROCHLORIDE,1,Most,1,Most,1,Most,0,,1,,0,,0,,0,,CN(C)CCCN1c2ccccc2CCc2ccccc21,cn(c)cccn1c2ccccc2ccc2ccccc21,CN(C)CCCN1c2ccccc2CCc2ccccc21,Original,,,,,,,,
IMIPRAMINE PAMOATE,1,Most,1,Most,1,Most,1,,1,,1,,0,,0,,CN(C)CCCN1c2ccccc2CCc2ccccc21.CN(C)CCCN1c2ccccc2CCc2ccccc21.O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,cn(c)cccn1c2ccccc2ccc2ccccc21.cn(c)cccn1c2ccccc2ccc2ccccc21.o=c(o)c1cc2ccccc2c(cc2c(o)c(c(=o)o)cc3ccccc23)c1o,CN(C)CCCN1c2ccccc2CCc2ccccc21.CN(C)CCCN1c2ccccc2CCc2ccccc21.O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,Original,,,,,,,,
INCLISIRAN,0,,1,,0,,0,,0,,0,,0,,0,,CC(=O)NC1C(OCCCCC(=O)NCCCNC(=O)CCOCC(COCCC(=O)NCCCNC(=O)CCCCOC2OC(CO)C(O)C(O)C2NC(C)=O)(COCCC(=O)NCCCNC(=O)CCCCOC2OC(CO)C(O)C(O)C2NC(C)=O)NC(=O)CCCCCCCCCCC(=O)N2CC(O)CC2COP(=O)(O)O)OC(CO)C(O)C1O,cc(=o)nc1c(occccc(=o)ncccnc(=o)ccocc(coccc(=o)ncccnc(=o)ccccoc2oc(co)c(o)c(o)c2nc(c)=o)(coccc(=o)ncccnc(=o)ccccoc2oc(co)c(o)c(o)c2nc(c)=o)nc(=o)ccccccccccc(=o)n2cc(o)cc2cop(=o)(o)o)oc(co)c(o)c1o,CC(=O)NC1C(OCCCCC(=O)NCCCNC(=O)CCOCC(COCCC(=O)NCCCNC(=O)CCCCOC2OC(CO)C(O)C(O)C2NC(C)=O)(COCCC(=O)NCCCNC(=O)CCCCOC2OC(CO)C(O)C(O)C2NC(C)=O)NC(=O)CCCCCCCCCCC(=O)N2CC(O)CC2COP(=O)(O)O)OC(CO)C(O)C1O,Original,,,,,,,,
INDAPAMIDE,1,,1,Most,1,Most,0,,1,,0,,0,,1,Most,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,cc1cc2ccccc2n1nc(=o)c1ccc(cl)c(s(n)(=o)=o)c1,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,Original,,,,,,,,
INDINAVIR SULFATE,1,Most,1,Most,1,Most,0,,1,Most,0,,0,,1,Most,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,cc(c)(c)nc(=o)[c@@h]1cn(cc2cccnc2)ccn1c[c@@h](o)c[c@@h](cc1ccccc1)c(=o)n[c@h]1c2ccccc2c[c@h]1o,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,Original,,,,,,,,
INDIUM IN 111 CHLORIDE,0,,0,,0,,0,,0,,0,,0,,0,,[Cl][In]([Cl])[Cl],[cl][in]([cl])[cl],[Cl][In]([Cl])[Cl],Original,,,,,,,,
INDIUM IN-111 OXYQUINOLINE,0,,1,,1,Most,0,,0,,0,,0,,0,,[In+3].[O-]c1cccc2cccnc12.[O-]c1cccc2cccnc12.[O-]c1cccc2cccnc12,[in+3].[o-]c1cccc2cccnc12.[o-]c1cccc2cccnc12.[o-]c1cccc2cccnc12,[In+3].[O-]c1cccc2cccnc12.[O-]c1cccc2cccnc12.[O-]c1cccc2cccnc12,Original,,,,,,,,
INDIUM IN-111 PENTETATE DISODIUM,0,,0,,0,,0,,0,,0,,0,,1,Most,O=C([O-])CN(CCN(CCN(CC(=O)[O-])CC(=O)O)CC(=O)O)CC(=O)[O-].[In+3],o=c([o-])cn(ccn(ccn(cc(=o)[o-])cc(=o)o)cc(=o)o)cc(=o)[o-].[in+3],O=C([O-])CN(CCN(CCN(CC(=O)[O-])CC(=O)O)CC(=O)O)CC(=O)[O-].[In+3],Original,,,,,,,,
INDOCYANINE GREEN,0,,1,Most,0,,0,,0,,0,,0,,0,,CC1(C)C(/C=C/C=C/C=C/C=C2\N(CCCCS(=O)(=O)O)c3ccc4ccccc4c3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21,cc1(c)c(/c=c/c=c/c=c/c=c2\n(ccccs(=o)(=o)o)c3ccc4ccccc4c3c2(c)c)=[n+](ccccs(=o)(=o)[o-])c2ccc3ccccc3c21,CC1(C)C(/C=C/C=C/C=C/C=C2\N(CCCCS(=O)(=O)O)c3ccc4ccccc4c3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21,Original,,,,,,,,
INDOMETHACIN,1,Most,1,Most,1,Most,1,Most,1,Most,1,Most,1,Most,1,Most,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,coc1ccc2c(c1)c(cc(=o)o)c(c)n2c(=o)c1ccc(cl)cc1,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Original,,,,,,,,
INFIGRATINIB,0,,1,Most,1,Most,0,,1,Most,0,,0,,0,,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1,ccn1ccn(c2ccc(nc3cc(n(c)c(=o)nc4c(cl)c(oc)cc(oc)c4cl)ncn3)cc2)cc1,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1,Original,,,,,,,,
INOTERSEN,1,Most,1,Most,1,Most,0,,1,Most,0,,0,,1,Most,COCCOC1C(O)C(COP(O)(=S)OC2C(COP(O)(=S)OC3C(COP(O)(=S)OC4C(COP(O)(=S)OC5C(COP(O)(=S)OC6CC(n7cnc8c(N)ncnc87)OC6COP(O)(=S)OC6CC(n7cnc8c(N)ncnc87)OC6COP(O)(=S)OC6CC(n7cnc8c(=O)[nH]c(N)nc87)OC6COP(O)(=S)OC6CC(n7cc(C)c(=O)[nH]c7=O)OC6COP(O)(=S)OC6CC(n7cnc8c(N)ncnc87)OC6COP(O)(=S)OC6CC(n7cc(C)c(N)nc7=O)OC6COP(O)(=S)OC6CC(n7cnc8c(N)ncnc87)OC6COP(O)(=S)OC6CC(n7cc(C)c(=O)[nH]c7=O)OC6COP(O)(=S)OC6CC(n7cc(C)c(=O)[nH]c7=O)OC6COP(O)(=S)OC6CC(n7cnc8c(=O)[nH]c(N)nc87)OC6COP(O)(=S)OC6C(COP(O)(=S)OC7C(COP(O)(=S)OC8C(COP(O)(=S)OC9C(COP(O)(=S)OC%10C(CO)OC(n%11cc(C)c(=O)[nH]c%11=O)C%10OCCOC)OC(n%10cc(C)c(N)nc%10=O)C9OCCOC)OC(n9cc(C)c(=O)[nH]c9=O)C8OCCOC)OC(n8cc(C)c(=O)[nH]c8=O)C7OCCOC)OC(n7cnc8c(=O)[nH]c(N)nc87)C6OCCOC)OC(n6cnc7c(N)ncnc76)C5OCCOC)OC(n5cc(C)c(=O)[nH]c5=O)C4OCCOC)OC(n4cc(C)c(N)nc4=O)C3OCCOC)OC(n3cc(C)c(N)nc3=O)C2OCCOC)OC1n1cc(C)c(N)nc1=O,coccoc1c(o)c(cop(o)(=s)oc2c(cop(o)(=s)oc3c(cop(o)(=s)oc4c(cop(o)(=s)oc5c(cop(o)(=s)oc6cc(n7cnc8c(n)ncnc87)oc6cop(o)(=s)oc6cc(n7cnc8c(n)ncnc87)oc6cop(o)(=s)oc6cc(n7cnc8c(=o)[nh]c(n)nc87)oc6cop(o)(=s)oc6cc(n7cc(c)c(=o)[nh]c7=o)oc6cop(o)(=s)oc6cc(n7cnc8c(n)ncnc87)oc6cop(o)(=s)oc6cc(n7cc(c)c(n)nc7=o)oc6cop(o)(=s)oc6cc(n7cnc8c(n)ncnc87)oc6cop(o)(=s)oc6cc(n7cc(c)c(=o)[nh]c7=o)oc6cop(o)(=s)oc6cc(n7cc(c)c(=o)[nh]c7=o)oc6cop(o)(=s)oc6cc(n7cnc8c(=o)[nh]c(n)nc87)oc6cop(o)(=s)oc6c(cop(o)(=s)oc7c(cop(o)(=s)oc8c(cop(o)(=s)oc9c(cop(o)(=s)oc%10c(co)oc(n%11cc(c)c(=o)[nh]c%11=o)c%10occoc)oc(n%10cc(c)c(n)nc%10=o)c9occoc)oc(n9cc(c)c(=o)[nh]c9=o)c8occoc)oc(n8cc(c)c(=o)[nh]c8=o)c7occoc)oc(n7cnc8c(=o)[nh]c(n)nc87)c6occoc)oc(n6cnc7c(n)ncnc76)c5occoc)oc(n5cc(c)c(=o)[nh]c5=o)c4occoc)oc(n4cc(c)c(n)nc4=o)c3occoc)oc(n3cc(c)c(n)nc3=o)c2occoc)oc1n1cc(c)c(n)nc1=o,COCCOC1C(O)C(COP(O)(=S)OC2C(COP(O)(=S)OC3C(COP(O)(=S)OC4C(COP(O)(=S)OC5C(COP(O)(=S)OC6CC(n7cnc8c(N)ncnc87)OC6COP(O)(=S)OC6CC(n7cnc8c(N)ncnc87)OC6COP(O)(=S)OC6CC(n7cnc8c(=O)[nH]c(N)nc87)OC6COP(O)(=S)OC6CC(n7cc(C)c(=O)[nH]c7=O)OC6COP(O)(=S)OC6CC(n7cnc8c(N)ncnc87)OC6COP(O)(=S)OC6CC(n7cc(C)c(N)nc7=O)OC6COP(O)(=S)OC6CC(n7cnc8c(N)ncnc87)OC6COP(O)(=S)OC6CC(n7cc(C)c(=O)[nH]c7=O)OC6COP(O)(=S)OC6CC(n7cc(C)c(=O)[nH]c7=O)OC6COP(O)(=S)OC6CC(n7cnc8c(=O)[nH]c(N)nc87)OC6COP(O)(=S)OC6C(COP(O)(=S)OC7C(COP(O)(=S)OC8C(COP(O)(=S)OC9C(COP(O)(=S)OC%10C(CO)OC(n%11cc(C)c(=O)[nH]c%11=O)C%10OCCOC)OC(n%10cc(C)c(N)nc%10=O)C9OCCOC)OC(n9cc(C)c(=O)[nH]c9=O)C8OCCOC)OC(n8cc(C)c(=O)[nH]c8=O)C7OCCOC)OC(n7cnc8c(=O)[nH]c(N)nc87)C6OCCOC)OC(n6cnc7c(N)ncnc76)C5OCCOC)OC(n5cc(C)c(=O)[nH]c5=O)C4OCCOC)OC(n4cc(C)c(N)nc4=O)C3OCCOC)OC(n3cc(C)c(N)nc3=O)C2OCCOC)OC1n1cc(C)c(N)nc1=O,Original,,,,,,,,
IOBENGUANE I-123,1,,1,,0,,0,,0,,0,,0,,0,Most,NC(N)=NCc1cccc(I)c1,nc(n)=ncc1cccc(i)c1,NC(N)=NCc1cccc(I)c1,Original,,,,,,,,
IODIXANOL,1,Most,1,Most,1,Most,0,,0,,0,,1,Most,1,Most,CC(=O)N(CC(O)CN(C(C)=O)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,cc(=o)n(cc(o)cn(c(c)=o)c1c(i)c(c(=o)ncc(o)co)c(i)c(c(=o)ncc(o)co)c1i)c1c(i)c(c(=o)ncc(o)co)c(i)c(c(=o)ncc(o)co)c1i,CC(=O)N(CC(O)CN(C(C)=O)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,Original,,,,,,,,
IOFLUPANE I-123,0,,1,,0,,0,,0,,0,,0,,0,,COC(=O)C1C(c2ccc(I)cc2)CC2CCC1N2CCCF,coc(=o)c1c(c2ccc(i)cc2)cc2ccc1n2cccf,COC(=O)C1C(c2ccc(I)cc2)CC2CCC1N2CCCF,Original,,,,,,,,
IOHEXOL,1,Most,1,Most,1,Most,0,,0,,0,,1,Most,1,Most,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,cc(=o)n(cc(o)co)c1c(i)c(c(=o)ncc(o)co)c(i)c(c(=o)ncc(o)co)c1i,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,Original,,,,,,,,
IOPAMIDOL,1,Most,1,Most,1,,0,,0,,0,,1,Most,1,Most,C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,c[c@h](o)c(=o)nc1c(i)c(c(=o)nc(co)co)c(i)c(c(=o)nc(co)co)c1i,C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,Original,,,,,,,,
IOTHALAMATE MEGLUMINE,1,Most,1,Most,1,Most,0,,1,,0,,1,Most,1,Most,CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,cnc(=o)c1c(i)c(nc(c)=o)c(i)c(c(=o)o)c1i.cnc[c@h](o)[c@@h](o)[c@h](o)[c@h](o)co,CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,Original,,,,,,,,
IRBESARTAN,0,,1,,1,,0,,1,,0,,0,,1,,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,ccccc1=nc2(cccc2)c(=o)n1cc1ccc(-c2ccccc2-c2nnn[nh]2)cc1,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,Original,,,,,,,,
IRINOTECAN HYDROCHLORIDE,1,Most,1,,1,Most,1,Most,1,,0,,1,Most,0,,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,ccc1c2c(nc3ccc(oc(=o)n4ccc(n5ccccc5)cc4)cc13)-c1cc3c(c(=o)n1c2)coc(=o)[c@]3(o)cc,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,Original,,,,,,,,
IRON DEXTRAN,1,Most,1,Most,1,Most,0,,1,Most,0,,1,Most,1,Most,[Fe],[fe],[Fe],Original,,,,,,,,
ISAVUCONAZONIUM SULFATE,1,Most,1,,1,,0,,1,Most,0,,1,,1,Most,CNCC(=O)OCc1cccnc1N(C)C(=O)OC(C)[n+]1cnn(C[C@](O)(c2cc(F)ccc2F)[C@@H](C)c2nc(-c3ccc(C#N)cc3)cs2)c1,cncc(=o)occ1cccnc1n(c)c(=o)oc(c)[n+]1cnn(c[c@](o)(c2cc(f)ccc2f)[c@@h](c)c2nc(-c3ccc(c#n)cc3)cs2)c1,CNCC(=O)OCc1cccnc1N(C)C(=O)OC(C)[n+]1cnn(C[C@](O)(c2cc(F)ccc2F)[C@@H](C)c2nc(-c3ccc(C#N)cc3)cs2)c1,Original,,,,,,,,
ISENTRESS,0,,1,Most,1,,0,,1,Most,0,,0,,0,,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,cc1nnc(c(=o)nc(c)(c)c2nc(c(=o)ncc3ccc(f)cc3)c(o)c(=o)n2c)o1,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,Original,,,,,,,,
ISOCARBOXAZID,1,Most,1,,1,,0,,1,,0,,0,,1,,Cc1cc(C(=O)NNCc2ccccc2)no1,cc1cc(c(=o)nncc2ccccc2)no1,Cc1cc(C(=O)NNCc2ccccc2)no1,Original,,,,,,,,
ISONIAZID,0,,1,Most,1,Most,0,,1,Most,0,,0,,0,,NNC(=O)c1ccncc1,nnc(=o)c1ccncc1,NNC(=O)c1ccncc1,Original,,,,,,,,
ISOSORBIDE DINITRATE,1,Most,0,,1,,0,,0,,0,,0,,0,,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],o=[n+]([o-])o[c@h]1co[c@h]2[c@@h]1oc[c@h]2o[n+](=o)[o-],O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],Original,,,,,,,,
ISOSORBIDE MONONITRATE,1,Most,1,,1,,0,,0,,0,,0,,0,,O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,o=[n+]([o-])o[c@@h]1co[c@h]2[c@@h]1oc[c@@h]2o,O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,Original,,,,,,,,
ISOSULFAN BLUE,0,,1,Most,1,Most,0,,0,,0,,1,Most,0,,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2cc(S(=O)(=O)O)ccc2S(=O)(=O)[O-])cc1,ccn(cc)c1ccc(c(=c2c=cc(=[n+](cc)cc)c=c2)c2cc(s(=o)(=o)o)ccc2s(=o)(=o)[o-])cc1,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2cc(S(=O)(=O)O)ccc2S(=O)(=O)[O-])cc1,Original,,,,,,,,
ISOTRETINOIN,1,Most,1,Most,1,Most,1,,1,Most,1,Most,0,,0,,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1,cc1=c(/c=c/c(c)=c/c=c/c(c)=c\c(=o)o)c(c)(c)ccc1,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1,Original,,,,,,,,
ISRADIPINE,1,,1,,1,,0,,0,,0,,0,,0,,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,coc(=o)c1=c(c)nc(c)=c(c(=o)oc(c)c)c1c1cccc2nonc12,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,Original,,,,,,,,
